name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
双创ETF,588300,0.642,10174,9969,宽基，中小盘,0.60%,招商基金,2021-07-05,科创创业50指数,5545.59,10372,10388,10158,10000,10000,15.0
沪港深创新药ETF,159748,0.753,10000,9987,行业，医药,0.60%,富国基金,2021-12-03,SHS创新药人民币指数,2287.2,10651,10401,10531,10000,10000,1.7
大宗商品ETF,510170,0.872,10069,9966,行业，资源,0.70%,国联安基金,2011-01-25,上证商品指数,146.87,9989,10752,9567,22009,18099,1.72
消费ETF,510150,0.617,10000,10016,行业，消费,0.60%,招商基金,2011-02-25,消费80指数,4095.45,9856,9794,10182,13064,14676,11.32
中证1000ETF,159845,2.804,10054,9989,宽基，中小盘,0.60%,华夏基金,2021-03-31,中证1000指数,135668.85,10267,11157,11173,10000,10000,62.11
港股通100ETF,159788,0.949,10074,9989,跨境，香港,0.20%,易方达基金,2022-03-02,HKC中国100港元指数,372.8,10360,10128,10326,10000,10000,0.36
碳中和50ETF,516070,0.565,10089,10000,主题，低碳,0.20%,易方达基金,2021-04-23,内地低碳指数,2379.27,9809,9708,9401,10000,10000,3.99
食品ETF,515710,0.764,9896,10000,行业，食品饮料,0.60%,华宝基金,2021-01-07,细分食品指数,3079.65,9351,9720,10480,10000,10000,9.74
碳中和龙头ETF,512580,1.315,10108,10031,主题，环保，新兴产业,0.60%,广发基金,2017-02-28,中证环保指数,2795.34,9777,9627,9359,17699,14109,16.15
科创芯片ETF华安,588290,1.461,10649,10027,行业，半导体，芯片，科创板,0.60%,华安基金,2022-10-26,科创芯片指数,9487.57,12884,14465,10000,10000,10000,0.996
TMTETF,512220,1.702,10113,10012,行业，TMT,0.60%,景顺长城基金,2014-08-19,TMT150指数,1328.3,11415,13052,12759,12175,11819,2.64
影视ETF,159855,1.081,9872,10009,主题，TMT，影视,0.60%,银华基金,2021-02-26,中证影视指数,1765.27,12024,12915,13103,10000,10000,1.01
有色60ETF,159881,1.132,10291,9991,行业，资源，有色金属,0.60%,国泰基金,2021-07-01,中证有色指数,3678.47,10570,11331,10162,10000,10000,1.27
军工龙头ETF,512710,0.702,10014,10000,行业，军工,0.60%,富国基金,2019-08-26,军工龙头指数,18456.02,9435,9564,9860,13631,10000,46.07
数字经济ETF,159658,1.312,10155,9992,主题，数字经济,0.60%,华安基金,2022-10-12,数字经济指数,5135.21,11310,12239,10000,10000,10000,0.991
500质量成长ETF,560500,0.916,10088,10011,策略，价值，成长,0.50%,鹏扬基金,2021-09-01,500质量指数,515.75,9957,10281,9652,10000,10000,9.44
软件龙头ETF,159899,1.042,10048,10000,主题，新兴产业，软件,0.60%,招商基金,2021-06-28,软件指数,3696.72,11277,14005,15080,10000,10000,1.28
大数据ETF,159739,1.152,10114,10017,主题，TMT，互联网,0.60%,鹏华基金,2021-11-17,云计算指数,2729.61,11566,14903,16134,10000,10000,0.698
价值100ETF,512040,1.85,10022,9989,策略，价值,0.70%,富国基金,2018-11-29,国信价值指数,2101.97,10210,10953,9893,16357,10000,3.39
央企ETF,510060,2.095,10062,10005,主题，央企,0.60%,工银瑞信基金,2009-10-27,上证央企指数,151.13,10220,10788,10522,12560,11704,0.951
港股科技50ETF,513980,0.524,10096,10000,跨境，香港，科技,0.60%,景顺长城基金,2021-07-02,HKC科技人民币指数,19636.43,10804,10135,10738,10000,10000,21.06
房地产ETF基金,515060,0.911,9956,10000,行业，金融，房地产,0.60%,华夏基金,2020-01-03,房地产指数,5024.81,10236,9913,8482,10352,10000,5.08
沪港深云计算ETF,159738,1.093,10074,9982,跨境，香港，云计算,0.60%,华泰柏瑞基金,2022-01-28,SHS云计算人民币指数,579.03,11210,13200,14269,10000,10000,0.738
MSCI中国A50ETF,560050,0.81,10050,10000,MSCI,0.60%,汇添富基金,2021-11-08,MSCI中国A50互联互通人民币指数,17893.56,10000,10075,9529,10000,10000,74.58
黄金ETF基金,159937,4.36,10039,9993,商品，黄金,0.60%,博时基金,2014-09-01,黄金9999指数,23489.07,10660,10947,11108,11883,16065,59.97
创新药指ETF,159858,0.761,10000,10026,行业，医药,0.20%,南方基金,2021-03-25,CS创新药指数,2303.52,10410,10511,9858,10000,10000,0.738
科创50增强ETF,588460,1.159,10266,9983,宽基，中小盘，科创板,1.10%,鹏华基金,2023-01-05,科创50指数,7514.71,10934,10000,10000,10000,10000,10.45
H股ETF基金,159823,0.697,10043,9943,跨境，香港，中概股,0.20%,嘉实基金,2020-10-23,恒生中国企业指数,70.16,10326,10014,10205,10000,10000,0.366
500增强ETF,561550,0.945,10064,10000,宽基，中小盘,0.80%,华泰柏瑞基金,2021-12-10,中证500指数,4246.92,10305,11066,10788,10000,10000,7.54
互联网50ETF,517050,0.695,10000,9971,主题，互联网,0.60%,华泰柏瑞基金,2021-02-08,SHS互联网人民币指数,1611.68,11102,11740,12636,10000,10000,5.61
香港消费ETF,513590,0.721,10084,9972,跨境，香港，消费,0.60%,鹏华基金,2021-08-19,HKC消费港元指数,130.03,10198,9626,10510,10000,10000,0.766
金融科技ETF,516860,1.134,10080,9991,主题，金融科技,0.60%,博时基金,2021-10-11,金融科技指数,1858.2,11329,13373,12960,10000,10000,0.267
科创板ETF,588090,1.171,10326,10000,宽基，中小盘，科创板,0.60%,华泰柏瑞基金,2020-11-16,科创50指数,14296.52,11358,11757,11698,10000,10000,35.47
生物医药ETF,159859,0.585,10000,10000,行业，医药，生物科技,0.60%,天弘基金,2021-07-07,生物医药指数,13831.44,10104,9898,8528,10000,10000,14.77
1000ETF增强,159680,1.084,10046,9972,宽基，中小盘,0.60%,招商基金,2022-11-30,中证1000指数,5440.0,10246,11327,10000,10000,10000,14.63
医疗器械ETF基金,159797,1.033,9971,10000,行业，医药，医疗器械,0.20%,汇添富基金,2022-05-16,医疗器械指数,590.07,10197,10413,10000,10000,10000,0.557
券商ETF,159842,0.899,10022,10000,行业，金融，证券,0.60%,银华基金,2021-03-19,证券公司指数,4188.85,10441,10831,9868,10000,10000,5.2
央企结构调整ETF,512960,1.319,10076,9992,主题，央企,0.20%,博时基金,2019-01-18,结构调整指数,2194.89,10482,11792,11610,14973,10000,51.64
疫苗生物ETF,561710,0.92,10044,9967,行业，医药，生物科技,0.60%,博时基金,2022-11-25,疫苗生物指数,603.13,9967,10022,10000,10000,10000,4.08
芯片ETF基金,516920,0.777,10430,10000,行业，半导体，芯片,0.20%,汇添富基金,2021-08-16,芯片产业指数,2928.52,12353,13259,11935,10000,10000,3.71
纳指生物科技ETF,513290,1.066,10172,9944,跨境，美国，生物科技,0.65%,汇添富基金,2022-08-29,纳斯达克生物科技指数,227.3,10565,10019,10000,10000,10000,0.753
中证500低波ETF,512260,1.613,10006,9975,策略，低波动,0.60%,华安基金,2019-01-11,500SNLV指数,318.28,10447,11375,11116,13798,10000,0.938
沪深300成长ETF,562310,0.946,10107,9968,策略，成长,0.60%,银华基金,2022-09-09,300成长指数,4840.86,10194,10407,10000,10000,10000,19.33
上证180ETF,510180,3.611,10061,9989,宽基，大盘股,0.60%,华安基金,2006-05-18,上证180指数,8330.63,10178,10470,9983,11488,11518,192.98
消费电子龙头ETF,561100,0.823,10186,10000,主题，消费电子,0.60%,富国基金,2022-02-08,消费电子指数,2108.06,11690,12032,11305,10000,10000,2.2
新能车ETF,159824,1.053,10223,9972,主题，新兴产业，新能源车,0.60%,博时基金,2021-01-11,CS新能车指数,3275.43,10048,9732,9294,10000,10000,2.62
恒生生物科技ETF,159615,1.013,10080,10040,跨境，香港，生物科技,0.65%,南方基金,2022-06-28,恒生香港上市生物科技指数,5487.5,10823,9864,10000,10000,10000,2.16
H股ETF港股通,159960,0.711,10071,10000,跨境，香港，中概股,0.60%,平安基金,2018-10-22,恒生中国企业指数,288.07,10289,10085,10612,8384,10000,4.0
光伏ETF基金,516290,0.812,10037,10012,主题，光伏，新兴产业,0.20%,汇添富基金,2021-08-23,光伏产业指数,783.02,9464,9598,10477,10000,10000,2.55
消费电子ETF,159732,0.742,10150,10000,主题，消费电子,0.60%,华夏基金,2021-08-23,消费电子指数,2438.16,11175,11891,10816,10000,10000,1.29
纳斯达克ETF,159632,1.036,10097,9942,跨境，美国,0.80%,华安基金,2022-08-03,纳斯达克100指数,8167.44,10747,11800,10000,10000,10000,30.39
稀土ETF基金,516150,1.191,10110,10000,主题，稀土,0.60%,嘉实基金,2021-03-17,稀土产业指数,8488.98,10128,10643,10411,10000,10000,20.83
创新药ETF,515120,0.729,9986,10014,行业，医药,0.60%,广发基金,2021-01-04,CS创新药指数,28708.91,10399,10489,9733,10000,10000,16.81
新材料50ETF,159761,0.701,10130,9986,主题，新兴产业，新材料,0.60%,国泰基金,2021-12-13,新材料指数,1910.71,9957,10264,9409,10000,10000,2.18
光伏50ETF,516880,1.086,10037,9991,主题，光伏，新兴产业,0.60%,银华基金,2021-01-18,光伏产业指数,5025.44,9435,9568,10422,10000,10000,10.39
港股医药ETF,159718,0.892,10125,9989,跨境，香港，医药,0.60%,平安基金,2021-12-28,HKC医药C人民币指数,2246.92,10683,10079,12423,10000,10000,0.668
新能源ETF易方达,516090,0.58,10122,10000,主题，新兴产业，新能源,0.20%,易方达基金,2021-03-19,中证新能指数,4827.4,9748,9603,9508,10000,10000,4.13
沪港深创新药ETF,517120,0.663,10030,10000,行业，医药,0.60%,华泰柏瑞基金,2021-07-19,SHS创新药人民币指数,1448.45,10659,10474,10676,10000,10000,3.74
芯片龙头ETF,516640,0.799,10431,10013,行业，半导体，芯片,0.60%,富国基金,2021-08-27,芯片产业指数,9020.74,12445,13295,12161,10000,10000,9.0
物流ETF,516910,1.067,10009,10009,行业，物流,0.60%,富国基金,2021-06-11,CS物流指数,3252.59,9735,10309,9535,10000,10000,1.09
科技ETF,159807,0.617,10082,10000,主题，新兴产业，科技,0.20%,易方达基金,2020-03-30,科技50指数,3337.49,10712,11280,10458,12340,10000,5.48
A50ETF,159601,0.812,10037,9988,MSCI,0.60%,华夏基金,2021-11-08,MSCI中国A50互联互通人民币指数,13283.63,9988,10062,9519,10000,10000,47.83
科创50增强策略ETF,588370,1.109,10355,10018,宽基，中小盘，科创板,0.60%,南方基金,2022-12-13,科创50指数,5892.17,11191,11613,10000,10000,10000,9.86
港股通消费ETF,513960,1.17,10078,9966,跨境，香港，消费,0.60%,博时基金,2022-03-18,HKC消费港元指数,2273.33,10227,9661,11550,10000,10000,0.69
双创基金ETF,159783,0.634,10177,9969,宽基，中小盘,0.60%,华夏基金,2021-07-05,科创创业50指数,4651.38,10393,10411,10144,10000,10000,39.94
政金债券ETF,511520,100.648,9997,10000,债券，利率债，政金债,0.20%,富国基金,2022-10-25,中债-7-10年政策性金融债全价(总值)指数,335868.94,10067,10081,10000,10000,10000,51.66
国企共赢ETF,159719,1.332,10076,9992,主题，国企,0.30%,平安基金,2021-12-28,富时中国国企开放共赢指数,1595.07,10725,12722,12566,10000,10000,0.33
上证综指ETF,510760,1.081,10037,9972,宽基，综合,0.60%,国泰基金,2020-09-09,上证指数,4706.66,10065,10526,10897,10000,10000,3.23
食品饮料ETF,159843,0.807,9866,10000,行业，食品饮料,0.60%,招商基金,2021-02-05,国证食品指数,3024.08,9351,9723,10604,10000,10000,2.7
有色50ETF,516650,1.126,10293,9991,行业，资源，有色金属,0.60%,华夏基金,2021-06-21,细分有色指数,296.89,10533,11328,10045,10000,10000,0.411
金融ETF,510230,0.969,10031,10000,行业，金融,0.60%,国泰基金,2011-05-23,180金融指数,6516.53,10211,10125,9623,9904,9816,35.19
稀有金属ETF,159608,0.759,10327,10040,主题，稀有金属,0.60%,广发基金,2021-12-23,CS稀金属指数,1998.74,10040,10215,9370,10000,10000,1.59
300ETF基金,510330,4.086,10047,9993,宽基，大盘股,0.60%,华夏基金,2013-01-16,沪深300指数,33005.58,10200,10533,10044,11439,11477,249.09
证券ETF,159841,0.858,10035,10012,行业，金融，证券,0.60%,天弘基金,2021-02-09,证券公司指数,13861.7,10451,10847,9885,10000,10000,40.83
绿色电力ETF,159625,1.072,10056,9981,主题，新兴产业，新能源,0.60%,嘉实基金,2022-04-29,绿色电力指数,2506.48,10094,10239,10000,10000,10000,3.67
光伏ETF平安,516180,1.085,10056,10009,主题，光伏，新兴产业,0.60%,平安基金,2021-03-03,光伏产业指数,1021.07,9451,9593,10413,10000,10000,1.09
500价值ETF,159617,1.107,10000,10000,策略，价值，低波动,0.60%,华夏基金,2022-06-30,500价值稳健指数,276.74,10385,11531,10000,10000,10000,1.74
龙头家电ETF,159730,0.878,9977,10000,行业，家电,0.60%,博时基金,2021-12-24,龙头家电指数,973.95,9756,10604,10733,10000,10000,0.353
港股通医药ETF,159776,1.229,10066,10066,跨境，香港，医药,0.60%,银华基金,2022-03-25,HKC医药C人民币指数,5619.75,10715,10057,12490,10000,10000,0.812
800ETF,515800,1.147,10044,9991,宽基，综合,0.20%,汇添富基金,2019-12-16,中证800指数,4529.01,10241,10670,10296,12387,10000,18.74
恒生科技ETF指数,513380,0.988,10071,10020,跨境，香港，科技,0.60%,广发基金,2022-05-12,恒生科技指数,6868.27,10522,9792,10000,10000,10000,0.995
农业ETF,516550,0.741,9960,10014,行业，农业,0.60%,嘉实基金,2021-04-08,大农业指数,1083.5,9636,9524,8960,10000,10000,1.18
港股互联网ETF,513770,0.816,10025,10037,跨境，香港，互联网,0.60%,华宝基金,2022-02-18,HKC互联网指数,16433.6,10329,9326,10667,10000,10000,5.89
碳中和ETF环交所,560550,0.84,10157,9988,主题，环保，新兴产业,0.60%,广发基金,2022-07-19,SEEE碳中和指数,2531.73,10060,10435,10000,10000,10000,10.44
智能汽车ETF,159889,0.895,10159,9989,主题，智能汽车,0.60%,国泰基金,2021-09-09,CS智汽车指数,1105.01,10995,11745,11949,10000,10000,1.17
中证100ETF,512910,1.185,10059,9983,宽基，大盘股,0.60%,广发基金,2019-07-01,中证100指数,2332.1,10189,10571,9818,11826,10000,3.78
AI人工智能ETF,512930,1.46,10014,10000,主题，新兴产业，人工智能,0.20%,平安基金,2019-08-23,CS人工智能指数,1114.99,11643,14272,13001,12997,10000,1.75
云计算50ETF,516630,1.189,9992,10000,主题，TMT，互联网,0.60%,华夏基金,2021-09-03,云计算指数,1529.11,11634,15013,16423,10000,10000,0.683
中医药ETF,561510,1.255,9905,9984,行业，医药,0.60%,华泰柏瑞基金,2022-08-04,中证中药指数,2665.25,10262,11430,10000,10000,10000,1.29
碳中和ETF,159790,0.752,10108,10013,主题，低碳,0.60%,华夏基金,2021-08-06,内地低碳指数,11016.97,9792,9653,9171,10000,10000,29.28
房地产ETF,159768,0.853,9919,9977,行业，金融，房地产,0.60%,银华基金,2022-02-16,内地地产指数,4637.43,10327,9965,8234,10000,10000,1.93
有色金属ETF,159871,1.204,10299,9983,行业，资源，有色金属,0.60%,银华基金,2021-03-31,中证有色指数,1287.97,10524,11263,10067,10000,10000,0.554
创新药沪港深ETF,517380,0.699,10043,10000,行业，医药,0.60%,天弘基金,2021-08-09,恒生沪深港创新药精选50指数,945.68,10591,10204,10264,10000,10000,2.05
纳斯达克100ETF,513110,1.043,10077,9924,跨境，美国,1.00%,华泰柏瑞基金,2023-03-20,纳斯达克100指数,2939.86,10000,10000,10000,10000,10000,5.7
高端制造ETF,562910,0.776,10065,10000,主题，装备制造,0.20%,易方达基金,2022-01-10,装备产业指数,1012.93,9737,10013,9773,10000,10000,0.972
矿业ETF,561330,1.139,10345,10009,行业，资源，有色金属,0.60%,国泰基金,2022-11-01,有色矿业指数,1250.01,10635,11390,10000,10000,10000,0.486
双创ETF基金,588310,0.712,10128,9958,宽基，中小盘,0.60%,方正富邦基金,2021-12-02,科创创业50指数,19.75,10394,10409,10186,10000,10000,0.541
创业板价值ETF,159966,0.524,10019,9981,策略，低波动,0.60%,华夏基金,2019-07-15,创业蓝筹指数,3814.71,10501,10917,11008,12077,10000,5.1
1000ETF,159629,2.1,10053,9995,宽基，中小盘,0.60%,富国基金,2022-08-03,中证1000指数,95061.89,10269,11141,10000,10000,10000,59.33
新能源汽车ETF,516390,0.875,10222,9989,主题，新兴产业，新能源车,0.20%,汇添富基金,2021-06-18,新能源车指数,2016.0,10023,9722,9279,10000,10000,3.59
创新药沪深港ETF,517110,0.727,10028,10014,行业，医药,0.60%,国泰基金,2021-09-30,SHS创新药人民币指数,923.56,10675,10415,10506,10000,10000,1.44
嘉实央企创新ETF,515680,1.459,10097,9979,主题，央企,0.20%,嘉实基金,2019-12-18,央企创新指数,2710.27,10595,12364,12240,16732,10000,15.84
碳中和50ETF,159861,1.169,10112,9983,主题，环保，新兴产业,0.60%,国泰基金,2021-04-02,环保50指数,3081.81,9807,9621,9489,10000,10000,3.59
港股通50ETF,513550,0.802,10050,9963,跨境，香港,0.60%,华泰柏瑞基金,2021-01-13,港股通50港元指数,3662.17,10178,9988,10429,10000,10000,25.76
一带一路国企ETF,515110,1.337,10091,9993,主题，国企，一带一路,0.20%,易方达基金,2020-01-15,国企带路指数,3575.77,10470,11636,11040,15022,10000,3.5
央企创新ETF,515600,1.448,10126,10014,主题，央企,0.20%,广发基金,2019-12-18,央企创新指数,7333.25,10616,12365,12158,16995,10000,15.87
恒生国企ETF,159850,0.638,10063,10016,跨境，香港，中概股,0.65%,华夏基金,2021-02-19,恒生中国企业指数,1653.48,10374,10016,10307,10000,10000,7.64
港股消费ETF,159735,0.636,10095,9984,跨境，香港，消费,0.60%,银华基金,2021-06-04,HKC消费港元指数,1640.7,10209,9593,10225,10000,10000,1.4
消费30ETF,510630,1.141,9896,10009,行业，消费，必选消费,0.60%,华夏基金,2013-05-08,上证消费指数,1168.45,9461,9500,10106,14425,19975,4.5
中证100ETF基金,562000,0.963,10063,9979,宽基，大盘股,0.60%,华宝基金,2022-08-01,中证100指数,4354.22,10223,10617,10000,10000,10000,8.72
锂电池ETF,561160,0.685,10209,10000,主题，新兴产业，新能源车,0.60%,富国基金,2022-07-08,CS电池指数,6110.96,9856,9422,10000,10000,10000,6.39
养殖ETF,516760,0.827,9928,10012,行业，畜牧养殖,0.60%,平安基金,2021-03-12,中证畜牧指数,857.48,9964,10098,9408,10000,10000,1.51
新能源ETF,159875,0.727,10125,9986,主题，新兴产业，新能源,0.60%,嘉实基金,2021-08-17,中证新能指数,7695.51,9758,9616,9381,10000,10000,5.54
医疗保健ETF,516790,0.799,9963,9987,行业，医药，医疗保健,0.60%,华泰柏瑞基金,2021-08-23,医疗保健指数,891.29,10127,10336,10390,10000,10000,1.61
公司债ETF,511030,10.383,10003,10000,债券，公司债，信用债,0.33%,平安基金,2019-03-22,中债-中高等级公司债利差因子全价(总值)指数,23425.88,10098,10284,10113,10630,10000,52.08
港股消费ETF,513230,0.798,10063,10013,跨境，香港，消费,0.60%,华夏基金,2022-01-24,HKC消费港元指数,397.44,10284,9696,10257,10000,10000,0.548
稀土ETF,159713,0.828,10098,10012,主题，稀土,0.60%,富国基金,2021-08-16,稀土产业指数,3293.09,10122,10656,10468,10000,10000,2.62
大数据产业ETF,516700,1.119,10036,9982,主题，新兴产业,0.60%,华宝基金,2021-05-19,中证数据指数,541.23,11014,14129,14420,10000,10000,0.227
恒生互联网ETF,159688,0.882,10000,9977,跨境，香港，互联网,0.65%,华安基金,2023-02-15,恒生互联网科技业指数,8535.23,10304,10000,10000,10000,10000,7.41
央企创新ETF,159974,1.55,10091,10000,主题，央企,0.20%,富国基金,2019-12-18,央企创新指数,5487.76,10609,12400,12272,17898,10000,6.36
日经225ETF,513880,1.073,10132,9954,跨境，日本,0.25%,华安基金,2019-06-25,日经225指数,122.42,10397,10806,10838,12016,10000,0.602
消费电子ETF基金,159779,0.743,10164,9987,主题，消费电子,0.60%,招商基金,2021-11-26,消费电子指数,1117.98,11646,11965,11241,10000,10000,0.636
恒生科技指数ETF,159742,0.544,10037,9963,跨境，香港，科技,0.65%,博时基金,2021-05-25,恒生科技指数,10979.73,10563,9802,10421,10000,10000,8.45
5G50ETF,159811,1.105,10119,9991,主题，新兴产业，5G,0.55%,博时基金,2020-04-22,5G50指数,1753.93,11173,13170,12985,10000,10000,2.09
双创龙头ETF,159603,0.972,10221,10000,宽基，中小盘,0.60%,天弘基金,2022-06-08,科创创业50指数,1068.57,10429,10474,10000,10000,10000,19.7
港股消费50ETF,513070,0.997,10071,10010,跨境，香港，消费,0.20%,易方达基金,2022-03-24,HKC消费港元指数,1016.0,10268,9680,10268,10000,10000,1.31
中证500成长ETF,159606,0.859,10094,9988,策略，价值，成长,0.60%,易方达基金,2021-12-29,500质量指数,569.16,9942,10275,9728,10000,10000,5.97
互联网金融ETF,516100,1.086,10084,10018,主题，金融科技,0.60%,华夏基金,2021-07-23,金融科技指数,535.41,11384,13441,13148,10000,10000,0.596
军工ETF龙头,512680,1.139,10026,10009,行业，军工,0.60%,广发基金,2016-10-14,中证军工指数,3268.18,9636,10298,10931,14255,13756,32.36
科创50ETF华安,588280,0.818,10315,9988,宽基，中小盘，科创板,0.60%,华安基金,2021-10-29,科创50指数,1220.05,11345,11736,11473,10000,10000,1.67
消费龙头ETF,516130,0.828,9940,10024,行业，消费,0.60%,华宝基金,2021-10-13,消费龙头指数,541.92,9628,9764,10235,10000,10000,0.989
中证500ETF易方达,510580,0.766,10039,9987,宽基，中小盘,0.20%,易方达基金,2015-09-14,中证500指数,2716.75,10296,10990,10927,14312,12970,20.47
化工行业ETF,516570,0.838,10072,10000,行业，化工，石油化工,0.20%,易方达基金,2021-06-18,石化产业指数,375.33,9859,10282,9311,10000,10000,0.394
央企改革ETF,512950,1.364,10096,10007,主题，央企,0.20%,华夏基金,2019-01-18,结构调整指数,8164.7,10492,11820,11708,15006,10000,50.56
医药健康ETF,515960,0.974,9969,9990,行业，医药,0.60%,嘉实基金,2020-06-10,医药健康100指数,856.76,10178,10406,9980,10000,10000,2.94
新能源80ETF,516850,1.125,10135,9982,主题，新兴产业，新能源,0.60%,华夏基金,2021-03-19,中证新能指数,306.91,9740,9566,9290,10000,10000,0.73
深成长龙头ETF,159906,1.103,10055,9982,策略，成长,0.60%,大成基金,2011-02-23,成长40指数,1904.44,10347,10289,9642,10129,10793,1.03
证券ETF建信,515560,0.854,10023,10000,行业，金融，证券,0.25%,建信基金,2020-07-20,证券公司指数,826.13,10415,10796,9861,10000,10000,3.96
物联网ETF,516330,1.006,10121,10010,主题，物联网,0.60%,华泰柏瑞基金,2021-04-09,CS物联网指数,255.9,11031,12062,11617,10000,10000,0.461
医疗ETF,159828,0.639,9984,10016,行业，医药,0.60%,国泰基金,2021-01-12,中证医疗指数,11070.88,10290,10111,9595,10000,10000,18.21
政金债5年ETF,511580,101.169,9999,10000,债券，利率债，政金债,0.20%,招商基金,2022-12-14,政金债3-5指数,22841.92,10049,10075,10000,10000,10000,5.41
军工ETF易方达,512560,0.661,10015,9985,行业，军工,0.60%,易方达基金,2017-07-28,中证军工指数,3220.15,9636,10312,11054,15516,14139,6.5
物联网50ETF,159895,0.864,10117,10000,主题，物联网,0.20%,易方达基金,2021-10-21,CS物联网指数,416.65,11006,12067,11474,10000,10000,0.352
材料ETF,159944,1.078,10151,9991,行业，原材料,0.60%,广发基金,2015-07-06,全指材料,41.27,9963,10569,9642,15098,11964,0.362
机械ETF,516960,0.947,10107,10011,行业，机械,0.60%,国泰基金,2021-05-07,细分机械指数,1477.46,9723,9773,9683,10000,10000,0.91
智能汽车50ETF,516590,1.025,10199,9990,主题，智能汽车,0.20%,易方达基金,2021-05-12,智能电车指数,1147.15,10302,10079,9670,10000,10000,1.35
饮料ETF,159789,0.85,9827,10000,行业，食品饮料，饮料,0.60%,建信基金,2021-12-20,饮料指数,368.11,9310,9861,11039,10000,10000,0.621
中国A50ETF,159602,0.812,10050,9988,MSCI,0.60%,南方基金,2021-11-08,MSCI中国A50互联互通人民币指数,2468.12,10000,10037,9531,10000,10000,16.87
港股金融ETF,513140,0.986,10051,9960,,0.60%,华泰柏瑞基金,2023-01-12,H300金融服务港币指数,313.99,10082,10000,10000,10000,10000,2.3
机器人ETF,562500,0.829,10036,9976,主题，新兴产业，机器人,0.60%,华夏基金,2021-12-29,机器人指数,3098.95,10415,12067,11911,10000,10000,1.58
光伏ETF基金,159863,0.867,10035,10000,主题，光伏，新兴产业,0.60%,鹏华基金,2021-03-11,光伏产业指数,1152.32,9455,9612,10625,10000,10000,2.94
交运ETF,159662,1.044,10000,9990,主题，运输,0.60%,南方基金,2022-12-01,国证交运指数,2763.23,9905,10235,10000,10000,10000,7.17
1000成长ETF,562520,1.121,10063,10018,策略，成长，价值,0.60%,华夏基金,2022-03-22,1000成长创新指数,303.22,10247,11557,12400,10000,10000,0.375
恒生ETF,513660,2.201,10064,10023,跨境，香港,0.60%,华夏基金,2015-01-26,香港恒生指数,10394.87,10237,10069,10612,9303,8608,30.2
证券ETF基金,512900,0.934,10011,9989,行业，金融，证券,0.60%,南方基金,2017-03-31,证券公司指数,7707.06,10424,10823,9842,10298,10962,76.24
金融地产ETF,159940,0.93,10032,9989,行业，金融,0.60%,广发基金,2015-04-17,全指金融,348.8,10231,10164,9328,10011,10120,20.68
物联网龙头ETF,159896,0.809,10113,10012,主题，物联网,0.60%,南方基金,2021-11-24,CS物联网指数,509.22,11067,12129,11657,10000,10000,0.72
恒生指数ETF,513600,2.132,10071,9991,跨境，香港,0.60%,南方基金,2015-01-26,香港恒生指数,3192.66,10181,10033,10581,9049,8286,7.39
科技50ETF,515750,1.452,10118,10000,主题，新兴产业，科技,0.60%,富国基金,2019-12-06,中证科技指数,2828.98,11195,12884,12379,12895,10000,5.64
创新药50ETF,159835,0.761,9987,10013,行业，医药,0.60%,建信基金,2021-03-29,CS创新药指数,1283.18,10382,10425,9657,10000,10000,0.602
1000价值ETF,562530,1.106,10018,9982,策略，价值，低波动,0.60%,华夏基金,2022-08-12,1000价值稳健指数,205.31,10424,11533,10000,10000,10000,0.358
生物科技ETF基金,516930,0.654,9985,9985,主题，新兴产业，生物科技,0.60%,民生加银基金,2021-08-18,中证生科指数,343.06,10332,10348,9046,10000,10000,0.558
恒生科技ETF基金,159741,0.534,10056,10000,跨境，香港，科技,0.70%,嘉实基金,2021-06-03,恒生科技指数,6109.47,10533,9816,10450,10000,10000,4.64
港股通科技30ETF,159636,0.893,10113,9978,跨境，香港，科技,0.52%,工银瑞信基金,2022-07-20,港股通科技指数,2479.98,10618,9738,10000,10000,10000,11.19
香港科技ETF,159747,0.531,10076,10000,跨境，香港，科技,0.65%,南方基金,2021-07-14,港股科技港币指数,3693.56,10536,9870,10095,10000,10000,3.55
香港科技50ETF,159750,0.785,10077,9949,跨境，香港，科技,0.65%,招商基金,2022-02-14,港股科技港币指数,2121.0,10523,9849,9924,10000,10000,1.06
恒生科技ETF,159740,0.535,10038,9963,跨境，香港，科技,0.60%,大成基金,2021-05-27,恒生科技指数,21737.13,10552,9817,10348,10000,10000,17.57
港股通50ETF,159712,0.9,10033,9923,跨境，香港,0.60%,国泰基金,2021-11-11,港股通50港元指数,484.56,10124,9967,10405,10000,10000,0.74
港股科技ETF,159751,0.752,10108,9960,跨境，香港，科技,0.75%,鹏华基金,2021-12-28,HKC科技港币指数,404.68,10758,10094,10517,10000,10000,1.03
新经济ETF,159822,0.642,10031,9969,跨境，新兴产业,0.35%,银华基金,2020-10-23,标普新中国行业指数,223.67,10158,9772,10456,10000,10000,2.12
港股通ETF,159711,0.955,10106,9969,跨境，香港,0.60%,华夏基金,2021-12-28,港股通50港元指数,65.54,10192,10021,10506,10000,10000,0.349
H股ETF,159954,0.704,10057,9986,跨境，香港，中概股,0.60%,南方基金,2018-03-15,恒生中国企业指数,300.9,10323,9751,10277,7611,7140,2.56
